unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
413866,690,94,14,68,4387.5469,0,0,517,58,11,66,3997.2104,0,0,389,44,11,84,3040.0811,0,0,353,56,16,86,3920.125,0,0,269,49,18,94,4211.2607,0,0,,,,,,,
413884,912,112,12,79,4762.2358,3,1555.3334,719,80,11,80,4258.8281,1,2000,582,49,8,78,3738.7104,0,0,552,82,15,88,3601.6807,0,0,545,93,17,94,4379.5747,0,0,,,,,,,
413893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,182,46,76,3446.5144,0,0,627,239,38,96,3817.7031,0,0
413918,24,21,88,33,3950,24,2493.8,22,18,82,50,3145,44,2427.75,22,19,86,26,4280,26,2904.6001,,,,,,,,,,,,,,,,,,,,,
413945,142,103,73,63,2497.1538,0,0,140,45,32,76,4297.7939,0,0,143,40,28,70,4941.0713,0,0,140,38,27,79,4414.8335,0,0,122,35,29,71,4691.5601,0,0,121,38,31,74,4800.5,0,0
413972,148,131,89,92,3838.0579,0,0,158,112,71,87,3869.0723,0,0,127,99,78,71,3925.2856,0,0,103,36,35,92,3833.606,0,0,75,37,49,95,4228.5713,0,0,68,28,41,71,3434,0,0
414054,90,87,97,68,4331.7798,0,0,92,90,98,68,3934.0327,0,0,59,59,100,93,4133.3091,0,0,80,78,98,68,3990.283,0,0,137,136,99,69,4088.7979,0,0,133,132,99,66,4131.6436,0,0
414063,376,188,50,33,3963.9355,3,4000,385,115,30,32,4106.7295,5,4000,275,68,25,34,3785.5217,6,4000,269,65,24,34,4188.3638,3,2730,241,44,18,39,4412.9414,2,5800,218,50,23,30,4871.4668,2,4000
414124,283,202,71,96,4077.5876,41,7361.0962,399,262,66,81,4189.9951,40,6211.0669,484,440,91,73,3374.2476,35,6211,537,397,74,90,3964.7725,49,4969.9233,465,377,81,86,4112.6216,29,5911.9639,507,410,81,87,4138.293,20,4788.2617
414160,2916,386,13,78,4214.7466,15,1743.965,2775,288,10,83,4270.8662,10,1777.9656,2500,218,9,84,3814.2622,18,1990.4615,2250,203,9,74,3168.3132,14,1756.2413,,,,,,,,,,,,,,
414452,50,21,42,95,5237.4502,5,1420,43,28,65,82,5044.5654,14,2947,50,28,56,89,4983.52,7,1200.5,44,20,45,85,5039.2939,10,5452.5,44,21,48,95,5249.2002,5,1353,36,20,56,90,5062.7778,10,1657.5
414461,3659,1290,35,94,6036.5059,51,205.34351,3279,1101,34,96,4662.6406,62,227.47813,2992,1065,36,95,4877.104,64,227.98543,3262,1046,32,94,4935.3813,51,232.59435,3101,952,31,95,5005.3335,54,225.61014,2975,1047,35,94,5132.3379,49,133.27875
414489,210,202,96,32,4263.6309,0,0,179,87,49,62,4084.6111,0,0,167,86,51,62,4072.302,0,0,139,115,83,61,2994.6858,0,0,117,69,59,52,3745.5,0,0,122,54,44,69,3189.4866,0,0
414531,549,55,10,56,3854.9678,25,1926.7142,459,25,5,48,3641.75,20,1057.8,321,24,7,63,4585.0669,38,3063.4443,271,41,15,78,4922.5,27,2549.7273,279,33,12,73,4855.0415,39,2682.3076,,,,,,,
414540,347,175,50,44,4755.5972,0,0,366,188,51,51,3963.2947,0,0,469,132,28,55,4052.7261,0,0,508,130,26,38,3646.3601,0,0,456,118,26,55,4344.0923,0,0,484,113,23,54,5413.4424,0,0
414559,58,39,67,62,3614.375,0,0,47,24,51,83,4924.6499,0,0,56,37,66,81,4681.2334,0,0,56,33,59,76,4802.7998,0,0,,,,,,,,,,,,,,
414568,1020,125,12,66,4556.2075,0,0,803,50,6,82,4078.634,0,0,584,55,9,76,3921.3572,0,0,538,80,15,85,4206.2354,0,0,500,50,10,78,3876.8975,0,0,,,,,,,
414586,558,57,10,81,4469.0435,0,0,549,48,9,69,3917.303,0,0,523,31,6,74,4812.7827,0,0,527,52,10,92,5068.6665,0,0,524,49,9,88,4236.1626,0,0,,,,,,,
414595,131,30,23,67,2540,47,763.92859,156,10,6,80,5094.75,50,1592,131,6,5,33,5256.5,0,0,134,12,9,75,4666.1113,33,2795.25,133,8,6,63,4006,50,1150.75,126,6,5,67,4914.5,67,6559
414708,5254,59,1,81,5041.125,2,3024,5248,43,1,84,4834.9165,2,3024,5133,1,0,100,1850,0,0,4523,46,1,89,3924.9756,0,0,,,,,,,,,,,,,,
414823,2098,555,26,64,4623.7275,36,2039.6881,2153,604,28,61,4749.1831,31,2030.5851,1990,482,24,65,4654.9556,32,1991.4221,1952,486,25,66,4805.3726,31,2125.842,1904,452,24,64,5113.8032,24,2223.1204,1752,310,18,68,5099.4141,26,2115.5732
414841,389,36,9,58,5093.8096,42,2067.8,350,40,11,80,5323.4688,43,2687.0588,280,32,11,81,3357.3845,34,2116,224,20,9,95,5599.4736,25,2209.3999,179,32,18,69,4525.8184,16,2540.8,,,,,,,
414850,483,46,10,85,4949.6665,24,2118.1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414869,219,55,25,64,4497.5713,0,0,192,50,26,82,4793,0,0,185,31,17,61,4061.4211,3,13800,182,35,19,60,3377.9048,0,0,191,39,20,28,3398,0,0,221,7,3,86,4226.1665,0,0
414878,171,1,1,100,5550,100,6350,475,9,2,78,4322.2856,0,0,447,4,1,75,3345,25,3772,438,2,0,0,0,0,0,545,6,1,67,3058.5,33,4260,416,2,0,100,3248.5,0,0
414911,1991,303,15,63,4625.7739,37,758.74774,3031,285,9,69,3967.5786,40,992.50879,3014,258,9,91,3328.1965,42,1734.5,2510,224,9,70,4180.2168,45,1859.59,2470,237,10,62,3829.041,43,2099.6274,2456,222,9,57,4072.874,39,1963.0575
414939,265,141,53,54,3714.3157,12,55.294117,302,214,71,96,4227.8047,0,0,448,318,71,97,3584.0259,0,0,390,289,74,100,3142.3494,0,0,349,345,99,98,2760.855,0,0,313,307,98,75,3276.574,0,0
415039,209,63,30,84,4465.1133,0,0,198,63,32,75,4550.936,0,0,174,54,31,81,4276.7046,0,0,164,53,32,68,4360.5835,0,0,152,56,37,66,4691.4863,0,0,139,40,29,70,4537.2144,3,5500
415057,276,163,59,60,3033.1633,9,6947.2002,272,147,54,66,3983.4949,10,9271.5713,188,141,75,59,4479,9,10568.385,180,122,68,62,5059.4077,4,12890,181,127,70,64,5005.9258,2,5250,159,107,67,66,5034.7466,1,9039
415729,61,22,36,86,5152.6313,9,3075,48,11,23,82,3743.2222,18,3000,34,11,32,91,4401.8999,0,0,28,7,25,71,4542.6001,0,0,27,5,19,80,2809,20,3100,17,10,59,30,3695.3333,0,0
415774,1508,791,52,88,5094.8154,17,989.28247,1342,815,61,82,4156.5298,5,1172.6216,1019,526,52,73,4099.3506,7,1375.5405,941,587,62,100,3642.3662,1,1118,,,,,,,,,,,,,,
415987,1018,1018,100,74,4005.2324,0,0,962,962,100,80,3690.3242,0,0,725,669,92,96,4124.6704,0,0,735,703,96,75,3768.2805,0,0,618,566,92,83,4231.731,0,0,731,454,62,91,4668.123,0,0
416458,719,692,96,71,4657.4375,2,4224.8667,757,562,74,78,4284.1113,2,4042.8572,842,451,54,89,4953.2866,1,3750,760,460,61,92,5036.6382,4,4447.8823,599,323,54,96,5231.7256,0,0,537,265,49,95,5318.6016,0,0
416670,110,98,89,98,3289,0,0,132,110,83,89,4061.0205,0,0,190,149,78,91,4823,0,0,190,161,85,84,3330.7407,0,0,146,146,100,99,3560.4028,0,0,127,90,71,62,3475.5535,0,0
416801,248,0,0,,,,,316,0,0,,,,,290,0,0,,,,,313,0,0,,,,,292,0,0,,,,,304,0,0,,,,
416962,2197,71,3,85,4984.6001,1,1405,2202,92,4,86,4924.1138,0,0,2019,77,4,86,4957.1968,0,0,,,,,,,,,,,,,,,,,,,,,
416971,76,22,29,82,4213.8887,0,0,79,16,20,88,2864.2856,0,0,91,21,23,90,3039.4736,0,0,100,19,19,42,5645,0,0,104,23,22,83,5427.4209,0,0,,,,,,,
416980,102,25,25,76,3869.7368,0,0,114,22,19,77,3326.0588,0,0,89,8,9,100,3428.125,0,0,87,22,25,82,5108.8887,0,0,96,10,10,90,4854.2222,0,0,,,,,,,
417008,173,160,92,80,3559.1172,0,0,188,122,65,74,3855.5667,0,0,166,118,71,73,4055.2327,0,0,203,80,39,64,5526.4312,0,0,186,25,13,68,5224.1177,0,0,148,21,14,67,4560.7856,0,0
417062,188,61,32,64,5463.3335,0,0,204,56,27,70,5447.436,0,0,152,52,34,73,5125.8423,0,0,119,37,31,70,5145.4229,0,0,120,26,22,65,4920,0,0,124,29,23,59,5509.1177,0,0
417105,996,0,0,,,,,804,0,0,,,,,846,0,0,,,,,672,447,67,64,2428.2856,0,0,597,444,74,59,3386.2671,0,0,596,429,72,58,3496.2017,0,0
417123,389,235,60,64,4721.4331,5,1190.25,344,179,52,72,4261.1484,26,4454.8262,287,193,67,94,4167.231,20,3899.282,330,170,52,88,4044.4631,16,3370.1072,270,140,52,86,4276.0083,19,3123.2222,288,163,57,88,4139.7271,14,3166.9565
417132,920,356,39,87,3935.7612,0,3000,982,435,44,89,3768.9092,0,0,926,432,47,91,3904.1167,0,0,874,260,30,91,4395.0889,0,0,838,310,37,85,5377.8789,0,0,,,,,,,
417178,66,31,47,94,3060.1035,0,0,60,60,100,55,3471.5757,0,0,63,6,10,100,2823,0,0,86,14,16,71,2822.3999,0,0,57,9,16,78,5730,0,0,61,11,18,100,2164.8181,0,0
417187,26,26,100,35,2427.7778,0,0,27,27,100,44,2689,0,0,27,24,89,42,4325.5,0,0,35,30,86,87,4212.769,0,0,18,0,0,,,,,34,0,0,,,,
417248,37,17,46,24,3675,0,0,40,19,48,21,3846.5,0,0,66,45,68,7,3846.3333,0,0,73,18,25,44,3587.625,0,0,67,21,31,14,4163.3335,0,0,71,24,34,38,2201.3333,0,0
417257,39,39,100,38,1667.8,0,0,39,39,100,46,3357.4443,0,0,39,39,100,33,4606.9229,0,0,41,39,95,82,4243.4375,0,0,42,0,0,,,,,39,0,0,,,,
417275,17,10,59,90,4482.8887,0,0,12,4,33,75,4166.6665,0,0,18,5,28,80,4737.5,0,0,13,3,23,67,5645,0,0,15,11,73,91,5138.5,0,0,10,6,60,100,5520.8335,0,0
417318,146,54,37,100,5238.8887,46,2000,110,53,48,72,5197.3687,26,1300,115,34,30,100,5132.353,29,1309,127,19,15,84,4893.75,5,1305,63,0,0,,,,,9,0,0,,,,
417327,278,23,8,52,5916.6665,9,1522.5,253,36,14,86,5316.5806,0,0,338,31,9,100,5356.4517,3,1800,425,25,6,88,5701.8638,4,1200,410,28,7,82,5506,7,1200,329,20,6,85,5054.1177,25,1080
417381,342,51,15,98,5044.6001,0,0,275,50,18,98,4659.1836,0,0,261,55,21,93,4325.3726,0,0,269,56,21,93,4532.1152,0,0,255,38,15,92,5014.7144,0,0,242,38,16,84,5456.3125,0,0
417390,94,78,83,99,5318.1816,0,0,96,76,79,99,5750,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417406,70,33,47,82,3563.7036,0,0,75,42,56,88,3372.2974,0,0,63,38,60,92,4026,0,0,80,30,38,100,3562.8333,0,0,77,21,27,100,2641.6667,0,0,84,22,26,77,4937.5884,0,0
417442,196,63,32,27,7773.8237,0,0,187,38,20,16,6686.8335,0,0,184,45,24,29,7509.6924,0,0,139,14,10,50,9395.4287,0,0,121,16,13,100,7844.3125,0,0,137,25,18,60,4469.9331,32,9874
417503,404,205,51,45,4189.0322,0,0,362,246,68,57,3435.2856,0,0,352,285,81,54,3367.2942,0,0,375,228,61,50,2536.3333,0,0,304,214,70,67,2941.7361,0,0,291,251,86,45,3335.8596,0,0
417549,532,280,53,99,5623.1343,0,0,524,199,38,97,5546.3555,0,0,503,231,46,82,5659.4736,0,0,473,253,53,89,4166.751,0,0,409,203,50,91,4493.4756,0,0,328,194,59,100,5790.2939,0,0
417567,163,155,95,100,5697.2256,8,281.66666,177,160,90,98,4075.8345,3,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417576,182,149,82,100,4074.1746,27,634.95001,176,169,96,92,4444.4131,17,1151.6072,214,202,94,68,3960.416,28,1380.0892,,,,,,,,,,,,,,,,,,,,,
417600,48,34,71,100,4923.4707,88,1198.9,101,66,65,80,3678.1321,67,1132.0909,83,21,25,86,3378.8333,76,1203.75,66,28,42,79,2966.0908,54,682.53333,58,23,40,70,3094.4375,57,781.30768,37,19,51,79,5554.1333,74,969.21429
417628,82,28,34,89,5211.3198,64,3976.1111,83,28,34,89,5442.3999,68,3744.7896,82,29,35,93,4453.9629,69,3984.75,59,15,25,73,4107.2729,93,3404.3572,55,10,18,100,4783.5,90,3256.7778,49,16,33,81,5235,75,4191.1665
417637,147,58,39,100,4535.3105,2,235,139,37,27,89,6873.3638,5,4406.5,133,43,32,84,5048.6665,16,4492.1431,110,39,35,90,4766.3999,21,3473.125,105,33,31,82,5382.8521,3,450,111,32,29,100,4988.6563,31,1989.1
417646,35,8,23,100,4768.75,88,976.57141,28,5,18,60,5550,100,2270.2,32,8,25,88,5538.4287,13,7450,23,10,43,100,5757,90,1780,23,11,48,91,4763.5,100,2851.0908,23,5,22,60,2625,100,5128.6001
417655,39,14,36,64,4700,14,6513,36,15,42,60,4622.2222,60,2530.3333,42,18,43,72,5603.3076,28,2942.3999,43,19,44,74,4213.9287,74,2586.2144,41,12,29,83,3845,75,2627.8889,37,13,35,85,4206.8184,69,2246.3333
417673,34,11,32,100,6909.4546,0,0,32,13,41,100,5618.6924,0,0,14,4,29,100,5460,25,4327,19,10,53,80,4995,0,0,17,6,35,100,5730,33,1851,18,5,28,60,5491.6665,60,6301.6665
417682,28,7,25,86,4766.6665,71,2150,27,5,19,100,3080,80,4132,30,8,27,63,3865,75,5990.8335,32,4,13,100,8505.5,75,510,24,2,8,100,8230,100,660,24,4,17,75,4125,50,3257.5
417716,203,16,8,88,4964.2856,13,14500,217,25,12,92,5284.7827,8,5000,207,23,11,96,4835.9092,13,5000,236,16,7,81,5071,13,5000,231,16,7,81,4576.769,19,5000,234,20,9,75,3655.6667,15,3058.6667
417725,153,73,48,86,4308.127,0,0,149,48,32,90,5054.0698,0,0,163,40,25,80,4774.2188,0,0,152,21,14,90,4391.7368,0,0,140,26,19,88,3431.3044,0,0,121,14,12,93,4205.9229,0,0
417734,212,9,4,56,3724.6001,22,10799,196,0,0,,,,,207,0,0,,,,,222,2,1,50,3176,50,1175,233,3,1,33,5406,0,0,243,1,0,0,0,0,0
417743,9,7,78,57,5697,43,1533.3334,5,4,80,100,3131.25,25,3250,12,12,100,67,3710.375,50,6545,,,,,,,,,,,,,,,,,,,,,
417752,91,13,14,85,5019.4546,0,0,64,7,11,43,4583.3335,0,0,50,6,12,67,2775,0,0,48,14,29,79,3695.2727,0,0,168,13,8,69,3979.8889,0,0,111,12,11,75,4905.2222,0,0
417789,153,131,86,99,5265.3848,0,0,160,145,91,99,4375.6992,0,0,174,163,94,97,3819.0505,0,0,142,135,95,84,3887.1682,1,1000,109,109,100,93,3733.9702,0,0,119,75,63,69,3431.3845,0,0
417798,,,,,,,,41,41,100,34,2980.1428,0,0,27,12,44,92,4793.1816,0,0,,,,,,,,,,,,,,,,,,,,,
417804,139,75,54,93,3609.2,0,0,146,63,43,90,3394.0701,0,0,118,11,9,100,2988.4546,0,0,134,11,8,64,4159.2856,0,0,137,7,5,100,4116.4287,0,0,112,11,10,100,3693.5454,0,0
417831,179,80,45,48,3877.3948,0,0,157,35,22,26,3400.5557,0,0,138,62,45,48,3169.9666,0,0,139,64,46,50,3372.1875,0,0,130,52,40,85,3780.7046,0,0,93,68,73,47,3470.3438,0,0
417840,731,449,61,89,2851.696,8,492.62161,398,244,61,89,3026.5,0,0,361,202,56,85,1110.8246,3,3057.6667,437,201,46,81,3485.2271,3,3357.1428,577,210,36,87,3809,1,3410,535,148,28,85,3819.3413,1,3410
417868,35,34,97,56,4793.6841,0,0,33,33,100,64,4240.9048,0,0,37,35,95,60,4025.8096,0,0,22,21,95,57,4475.8335,0,0,63,31,49,68,4505.7144,0,0,74,37,50,86,4030.9063,0,0
417886,59,8,14,100,6254.375,25,1925,75,16,21,94,4640.3335,13,2350,76,12,16,83,5150,33,3650,84,10,12,100,4955,30,3015,77,11,14,91,4862.5,0,0,83,14,17,86,5762.5,36,3320.2
417901,13,0,0,,,,,18,0,0,,,,,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
417910,198,198,100,90,2748.1909,0,0,198,198,100,89,2836.8022,0,0,198,198,100,90,2820.8652,0,0,173,123,71,100,3449.6748,0,0,201,41,20,54,4023.5908,0,0,216,34,16,68,4593.3911,0,0
417947,61,5,8,100,4430,0,0,57,17,30,88,3305.0667,18,2257.3333,35,8,23,88,3362.1428,13,2685,26,6,23,100,2750,100,1250,51,9,18,89,3690.25,56,3774,40,4,10,100,5431.5,0,0
417983,116,0,0,,,,,99,0,0,,,,,78,0,0,,,,,70,0,0,,,,,51,0,0,,,,,69,0,0,,,,
417992,97,12,12,67,4695.25,0,0,90,11,12,82,5789.4443,0,0,82,10,12,70,4950,0,0,73,10,14,50,5615,0,0,76,9,12,78,4872.8569,0,0,77,15,19,87,5390.3848,0,0
418001,280,26,9,88,4120.522,8,5040,269,16,6,88,4614.2856,0,0,271,34,13,91,4155.7417,18,3375.1667,288,26,9,88,4982.1304,31,4262.75,302,21,7,76,5159.625,33,4424.5713,265,23,9,91,4800.1431,43,4619.5
418010,63,9,14,67,4225,0,0,59,6,10,67,5550,0,0,62,3,5,33,5000,0,0,61,5,8,80,5645,0,0,65,4,6,50,5730,0,0,58,6,10,50,3850,0,0
418029,98,8,8,75,6044.1665,0,0,99,24,24,71,4422.2939,33,3743.75,67,6,9,83,4700,33,3000,46,8,17,88,6547.2856,25,2550.5,30,9,30,56,4107.2002,33,2233.3333,29,6,21,83,3258.3999,50,5772
418038,181,34,19,82,4029.4644,24,2769.875,206,34,17,68,3684.7827,21,3473.5715,206,38,18,66,3597.6399,8,5354.6665,169,23,14,87,4439.8501,22,3731.2,160,25,16,80,4411.1001,16,9040,164,25,15,72,4076.5557,4,2809
418056,166,145,87,74,5281.8315,0,0,211,52,25,69,4909.8613,13,5911.5713,121,28,23,86,3697.9167,7,3724.5,128,38,30,95,4932.6665,58,4050.4546,145,23,16,78,5291.1113,13,3909.6667,154,20,13,35,4225,20,3564.75
418065,530,153,29,57,3987.1838,1,4950,532,131,25,47,4244.7744,8,5331,447,152,34,50,4479.9736,8,4626.5,434,106,24,42,4890.2729,5,6735,468,108,23,52,4783.4463,7,7460.5,393,94,24,52,4791.6528,3,9563.667
418083,120,48,40,96,5308.6958,0,0,135,54,40,69,4393.2432,0,0,106,8,8,100,4271.25,0,0,104,10,10,50,4085,0,0,115,4,3,75,5730,0,0,69,6,9,67,4662.5,0,0
418126,730,30,4,57,4933.8237,53,2534.125,679,64,9,58,4736.4863,50,2624.3125,530,92,17,74,2593.3823,59,3854.6296,537,39,7,85,2656.3635,62,1442.875,519,32,6,66,2856.6667,66,1645.1428,416,21,5,67,2483.5,67,1185.6428
418162,1044,795,76,63,3111.7644,1,6500,784,636,81,67,2833.1265,1,6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418171,57,40,70,75,4320.3999,0,0,60,36,60,100,3627.6943,0,0,57,32,56,88,5067.5356,0,0,66,40,61,53,5811.6665,0,0,50,31,62,55,4860.1763,0,0,48,25,52,56,5058.7144,0,0
418199,224,70,31,77,4093.3518,7,4482.7998,87,27,31,81,4083.7727,4,5591,104,35,34,97,5381.9414,3,122,119,33,28,64,3618.7144,0,0,62,34,55,85,3634.3794,0,0,281,45,16,33,4097.9331,53,6064.5835
418205,660,132,20,81,5508.6357,2,3329,482,103,21,83,3974.8589,6,3000,424,82,19,74,3560.1475,6,4716.2002,538,56,10,75,3871.1904,0,0,567,181,32,31,3801.158,15,4204.4644,621,127,20,63,3721.5,11,8465.6426
418223,71,32,45,88,4928.5713,6,5700,67,24,36,96,5643.478,0,0,54,22,41,95,5366.6665,0,0,67,24,36,92,5810.8184,0,0,99,31,31,94,6121.3794,0,0,102,49,48,82,5573.7998,0,0
418250,371,278,75,76,4490.5991,4,7446,324,251,77,69,6660.4829,16,3875,291,224,77,87,5623.4536,6,3853.8462,573,228,40,78,3005.3728,15,2228.5715,476,80,17,74,5503.7456,31,2631.2,389,62,16,71,4685.2954,15,3058.7778
418269,112,35,31,77,4986.7778,0,0,112,26,23,54,3478.7144,0,0,92,29,32,86,4910.04,3,15188,96,30,31,93,5931.6787,0,0,128,37,29,81,5161.2002,0,0,166,67,40,94,4810.5239,0,0
418278,214,63,29,32,4345,25,2253.125,154,33,21,21,4725.2856,27,2388.8889,173,40,23,40,5404.0625,13,2032,109,24,22,29,5235,33,2770.75,87,8,9,0,0,0,0,95,4,4,0,0,0,0
418287,611,71,12,59,4575.9521,27,1227.421,620,70,11,61,3337.3257,39,1002.1481,643,60,9,73,4145.7046,23,1481.0714,,,,,,,,,,,,,,,,,,,,,
418296,714,117,16,64,4801.1064,3,400,653,129,20,53,4266.2319,9,608.33331,766,92,12,62,3803.0352,21,697.52631,697,79,11,67,3388.6226,22,809.11768,727,65,9,89,4021.0688,23,712,837,47,6,64,4656.3335,32,1994.1333
418302,565,70,12,53,4837.189,19,1115.3846,442,49,11,45,4454.9092,16,1787.125,433,46,11,65,4117,17,2009.875,544,58,11,50,4144.5518,14,2136.5,584,39,7,51,5418.5,10,1000,600,36,6,50,3911.1667,14,990.20001
418320,881,634,72,13,3674.2588,3,416.11765,932,64,7,56,3025,9,393,953,85,9,45,2806.658,0,0,943,55,6,31,3206.5881,5,413,1080,40,4,30,3629.75,5,356,955,52,5,21,4929.3638,8,1000
418339,461,24,5,25,4093.8333,4,1230,403,20,5,25,4158.6001,5,800,408,66,16,23,4193.6665,26,397.35294,426,33,8,30,3210.5,21,1489.4286,478,29,6,45,4207.1538,3,500,581,18,3,56,3704.7,17,716.66669
418348,550,46,8,33,4197,9,586.25,595,57,10,23,4142.3076,7,477.5,576,71,12,27,3515.158,7,586.59998,551,53,10,43,3648.3914,15,537.5,570,56,10,21,3546.8333,13,328.57144,698,60,9,15,3762.8889,7,300
418357,330,52,16,58,3365.2334,29,1000,289,55,19,64,2891.7715,24,1000,372,45,12,56,4405.6802,16,1000,199,29,15,100,3298.9656,100,154.10345,102,18,18,83,1388.1333,83,417.33334,72,20,28,55,1950.5454,55,509.09091
418384,54,41,76,98,5549.75,0,0,74,48,65,69,4365.1514,0,0,74,48,65,94,4700,0,0,51,16,31,88,5598,13,2030.5,39,2,5,100,5730,0,0,26,0,0,,,,
418409,57,33,58,61,3173.7,100,3476.4546,64,33,52,61,3327.3501,100,3435.4243,785,32,4,59,3544.7368,100,3691.9063,998,26,3,50,2776.7693,77,4790.8501,1035,56,5,63,2719.6001,63,3933.8286,1090,65,6,86,3097.625,86,3198.6606
418427,225,36,16,67,4272.8335,17,821,192,24,13,58,2999,0,0,189,28,15,57,4544.375,0,0,193,29,15,76,4929.2729,0,0,186,25,13,64,5198.375,0,0,141,31,22,77,4596.2915,13,2226.25
418445,46,28,61,89,4756.6001,21,3843.6667,78,41,53,71,4019.6553,17,3294.4285,69,29,42,76,4473.8638,14,2625,55,27,49,63,4209.5884,15,2625,42,16,38,75,3739.5833,31,3030,34,17,50,47,4025,18,2666.6667
418454,465,451,97,81,3768.6191,27,1221.4517,441,379,86,69,3019.8582,11,6395.8096,308,276,90,81,3148.8928,11,4862.0645,246,189,77,73,3755.9856,32,4339.6392,224,178,79,62,4289.7544,29,3905.9231,196,151,77,75,3905.1682,23,5339.9141
418481,81,24,30,83,2569.1499,25,1200.6666,76,25,33,84,3080.238,40,1361.7,81,37,46,78,3316.3103,30,1546.4546,72,39,54,79,4022.3225,26,4172.5,76,41,54,68,3597.4644,12,2005.6,53,37,70,70,3476.4614,11,1795.5
418506,41,40,98,40,4769.8125,65,495.96155,51,40,78,63,5076,0,0,73,44,60,91,2459.5,0,0,48,48,100,71,1537.7354,50,395.83334,,,,,,,,,,,,,,
418515,206,94,46,57,3952.6111,61,1699.0176,163,100,61,65,3490.5386,9,3459.2222,161,92,57,57,3885.5,11,3116.8999,176,99,56,71,3744.543,0,0,222,91,41,68,4043.9839,8,2997,245,84,34,69,4376.3447,6,4229
418524,61,37,61,81,5670.5,97,2045.6389,72,22,31,86,4752.6313,0,0,71,31,44,84,5178.8462,0,0,65,27,42,81,4822.2729,0,0,63,29,46,86,5202,0,0,58,21,36,81,5230.8823,0,0
418533,519,233,45,56,4198.7861,10,2561.6521,588,182,31,68,3629.1951,19,2497.6858,542,171,32,64,3692.8999,1,2500,578,153,26,61,3921.8191,3,1420,596,142,24,61,3660.093,1,225,609,173,28,62,4171.5557,1,225
418542,115,63,55,70,4460.5454,32,1664.85,133,76,57,51,4630.2051,34,1679.8077,148,98,66,86,2630.9524,2,1650,168,100,60,72,5555.5557,3,500,189,55,29,45,4516.3599,0,0,146,59,40,63,4243.4863,0,0
418560,152,33,22,64,4505.9521,27,1146.5555,150,11,7,64,4828.5713,9,5500,157,22,14,77,4694.1177,9,3034,135,17,13,65,3233.5454,0,0,132,14,11,64,3281.5557,14,2707.5,111,22,20,55,4104.25,5,2750
418588,76,20,26,60,5225,90,2509.3889,73,30,41,80,5168.75,30,2039.5555,74,16,22,69,4600,19,3299.3333,78,15,19,60,4861.6665,13,1259,69,15,22,60,4548.8887,7,2891,63,15,24,87,7150.4614,13,1403
418603,85,30,35,33,5654.1001,40,2564.6667,94,22,23,32,4603.5713,45,3000,74,14,19,86,2440.75,21,4776,88,4,5,50,2195,0,0,61,12,20,92,3686.7273,17,3239.5,88,17,19,94,3346.25,6,4789
418612,63,14,22,57,1263.875,79,1448.3636,29,6,21,50,5550,17,7060,31,6,19,67,4337.5,0,0,48,9,19,89,4081,0,0,25,13,52,46,3871.5,46,2405,30,8,27,75,3202.1667,13,2952
418658,570,0,0,,,,,612,316,52,72,2999.5415,0,0,704,235,33,83,3079.9746,0,0,659,253,38,83,3648.3237,0,5000,643,285,44,79,3548.9822,11,8507.5996,592,432,73,48,3914.6328,38,4413.0366
418676,61,61,100,100,4706.2295,0,0,85,5,6,100,5386.3999,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
418700,570,322,56,100,3518.9441,53,300,581,333,57,90,3840.4299,47,303.5484,562,333,59,100,3350.2642,32,304,,,,,,,,,,,,,,,,,,,,,
418755,138,57,41,98,2516,98,278.25,138,54,39,96,5550,96,284.78845,138,52,38,100,5531.6729,100,250.86539,140,46,33,100,5645,100,229.69565,140,53,38,100,5513.7734,100,198.86792,116,29,25,100,4978.4482,100,126.68965
418764,140,50,36,70,5291.6572,64,206.25,154,46,30,72,4743.4243,72,200,139,39,28,85,4020.7878,59,200,146,38,26,79,4401.7002,55,200,177,33,19,100,5207.5757,42,200,198,42,21,100,4239.6665,17,100
418773,1356,675,50,89,4886.1597,23,1009.5669,1225,654,53,96,4506.7461,96,218.42064,1568,644,41,97,4380.6401,97,214.9584,1555,634,41,98,4350.5645,98,210.38065,1550,630,41,98,4131.0698,98,210.70244,789,285,36,100,4131.0669,100,210.70175
