unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
105206,6686,254,4,94,4926.1338,1,416.66666,6107,261,4,74,4327.9067,1,416.66666,5220,227,4,61,4438.3408,0,500,5227,231,4,58,4400.3257,4,444.44446,4744,215,5,54,4663.9653,1,500,4360,139,3,65,4532.7471,0,0
105215,4647,1802,39,64,4654.7949,1,4937.4736,4133,1419,34,68,4481.144,0,5067.2002,3323,1228,37,62,4309.9004,1,2818.875,2807,942,34,60,4531.0635,0,3738.3333,2236,596,27,58,4704.8667,0,6341.5,1891,458,24,61,4865.9351,3,1435.4286
105297,2021,373,18,100,2549.74,75,1082.2668,2157,339,16,99,2654.6826,40,1393.3881,1970,286,15,88,2705.5337,11,991.93549,1492,210,14,88,2438.8647,0,500,1488,181,12,85,2658.1045,0,0,1490,115,8,84,2794.134,89,647.86273
105330,20189,3789,19,37,5424.0264,6,2365.689,20746,3194,15,38,4583.3833,4,2167.5435,21768,4092,19,37,4427.3228,5,2346.1826,22160,4348,20,36,4511.583,10,2178.811,23328,4382,19,37,4617.2383,6,2454.4839,25115,4663,19,36,4634.4009,5,2382.8218
105349,3950,149,4,64,4091.0315,8,800,3917,118,3,61,4339.4722,8,800,3718,87,2,61,3999.2263,1,800,3233,54,2,63,4538.2646,2,800,3211,72,2,67,4626.625,3,400,3354,45,1,60,4680.6665,4,600
105367,519,0,0,,,,,432,0,0,,,,,336,0,0,,,,,345,0,0,,,,,357,0,0,,,,,317,0,0,,,,
105428,13000,734,6,75,4765.9131,9,852.75757,12565,708,6,78,4411.4541,3,472.22223,12228,731,6,77,4349.0659,0,500,12676,733,6,74,4384.3223,0,750,12107,742,6,70,4495.9712,1,500,11865,712,6,62,4537.7671,0,750
105482,205,63,31,65,3371.5122,0,0,165,58,35,67,3636.9744,0,0,151,49,32,59,3597.6897,0,0,149,42,28,52,3432.3181,0,0,160,38,24,47,3561.5557,0,0,188,36,19,53,3520.2632,0,0
105516,4414,130,3,78,5168.2549,3,2985,4284,123,3,83,5196.8628,1,500,3724,79,2,85,5442.5674,4,500,,,,,,,,,,,,,,,,,,,,,
105525,36823,3478,9,58,4500.1572,1,2750.6785,36969,3542,10,61,4815.54,1,2106.8518,32988,2746,8,53,4790.147,0,1081.25,30082,2675,9,55,4483.5522,0,1416.6666,28070,2452,9,52,4736.8462,1,1451.238,26880,2341,9,53,4859.1255,1,1992.762
105534,2847,2089,73,62,4493.3091,8,7201.0679,2721,2091,77,47,4547.9888,8,7328.7559,2660,2266,85,62,4122.3315,9,7863.1465,2881,2274,79,61,4924.4761,8,9093.793,3082,2927,95,51,4915.4331,8,9623.1523,3197,3037,95,49,5341.8242,7,9398.1973
105543,1856,1752,94,57,5353.6152,23,2808.4641,1662,1579,95,64,5080.8296,7,2808.4614,1496,1421,95,65,4440.231,7,9790.7646,1561,1482,95,60,4668.7075,7,9744.0195,1435,1363,95,68,4583.9902,8,9506.876,1404,1334,95,69,4157.5005,9,8385.8398
105589,779,76,10,36,4707.8887,1,700,741,62,8,37,4884.7393,3,1075,673,64,10,52,4704.5454,0,0,545,40,7,40,5082.8125,0,0,464,41,9,54,5355.9092,0,0,456,35,8,43,5854.2002,0,0
105659,1077,664,62,65,4132.3857,5,6951.1875,1184,660,56,70,3779.3018,5,8942.3828,1012,530,52,67,3649.804,6,7338.3032,1048,708,68,63,4123.6123,6,8161.3657,1185,671,57,61,3533.4927,5,6108.4517,1096,699,64,65,4137.2837,4,5323.6895
105668,25266,343,1,72,3763.4495,1,700,25109,430,2,89,3483.9658,0,525,24342,265,1,89,3409.115,1,350,21472,172,1,83,3621.7534,5,562.5,20215,113,1,75,4097.0117,5,500,20533,84,0,74,3846.6453,0,0
105677,70,19,27,37,4016.4285,0,0,78,25,32,44,3817.1819,0,0,60,12,20,50,2435.6667,0,0,66,24,36,42,3619.3999,0,0,78,21,27,57,3286,0,0,57,21,37,48,3715.2,0,0
105701,116,47,41,83,3160.0769,0,0,98,56,57,32,3555.5557,0,0,92,18,20,100,4852.7778,0,0,119,63,53,63,4940.5249,0,0,86,36,42,78,4969.5356,0,0,54,23,43,100,4795.9131,0,0
105747,11257,996,9,32,4277.022,0,750,11548,1003,9,37,3988.3999,0,1000,10895,1022,9,34,4050.2932,0,1000,10313,898,9,35,4249.0898,2,1000,9863,847,9,35,4316.208,1,833.33331,10083,722,7,34,4639.6558,1,785.71429
105792,6354,424,7,74,4802.0928,2,1050,4738,448,9,77,4458.0952,0,600,4843,456,9,74,4361.4927,2,1171.4286,4718,439,9,74,4547.1724,1,825,4287,390,9,69,4844.2231,0,1000,4083,393,10,64,4589.9722,1,570.5
105899,459,74,16,45,4336.1514,1,1000,598,101,17,47,4716.064,3,876.66669,683,95,14,45,4078.6279,1,170,635,90,14,40,2214.0833,1,1479,737,154,21,27,2407.1462,1,877,779,121,16,48,4338.9312,2,1874.5
105987,940,516,55,75,4309.1421,0,0,891,504,57,81,4289.2471,0,0,742,406,55,74,4289.3984,0,0,596,346,58,86,4150.4282,0,0,585,306,52,71,4337.7637,0,0,547,503,92,54,4399.5757,1,5370.3335
106041,4503,2089,46,67,4492.3271,1,17819.592,4186,1546,37,63,4470.3955,1,16237.765,3594,1487,41,63,4301.0181,0,3520.4285,3289,1368,42,61,4580.6704,1,3623.7856,3231,1143,35,62,4520.3716,0,3819.6667,2910,909,31,65,5304.2437,2,4973.4287
106102,2374,84,4,71,5073.8999,0,0,2512,153,6,73,5213.063,1,8925,2129,39,2,77,5747.5,0,0,1497,2,0,100,7145,0,0,996,8,1,25,7230,0,0,914,10,1,30,6441.6665,0,0
106111,385,85,22,92,5454.6924,0,0,328,71,22,86,4755.6558,0,0,319,81,25,88,4624.6899,0,0,270,56,21,88,4492.7754,0,0,232,57,25,86,4524.3062,0,0,221,43,19,91,4786.1025,0,0
106148,8410,450,5,55,4306.7549,1,1000,7837,346,4,58,4062.2637,1,675,8283,302,4,60,4483.0332,0,500,8197,440,5,58,4334.2588,1,958.33331,7842,561,7,57,4387.6782,1,562.16669,7385,501,7,57,4489.2363,3,859.375
106245,10321,768,7,54,4779.6577,71,4609.854,10374,871,8,55,4798.2056,67,4023.1023,10311,807,8,53,4469.0933,71,4207.4766,9970,634,6,56,4775.3867,70,2013.5734,9384,700,7,55,4775.3584,68,2029.0732,9575,817,9,58,4919.5054,66,2055.3862
106263,944,0,0,,,,,928,0,0,,,,,821,0,0,,,,,791,0,0,,,,,732,0,0,,,,,774,0,0,,,,
106281,93,21,23,95,5040.8501,14,3775.6667,67,19,28,100,5550,11,2912.5,76,31,41,74,5550,0,0,54,23,43,100,5588.1738,0,0,41,15,37,93,5320.7144,13,1978,,,,,,,
106306,1119,268,24,75,4718.6865,15,3030.3416,1193,313,26,79,2530.9556,6,1937.5,1082,258,24,83,2550.6743,7,2263.158,1027,206,20,91,5276.6045,5,2524.5454,899,283,31,94,5230.3369,10,501.85184,990,370,37,86,5336.751,8,799.67743
106315,73,9,12,100,4277.7778,0,0,73,6,8,83,3579.6001,0,0,61,5,8,100,4070,0,0,52,3,6,100,4705,0,0,100,3,3,100,3820,0,0,153,6,4,100,5454.1665,0,0
106324,121,34,28,94,4516.6563,0,0,66,46,70,80,2980.7026,4,1000,52,37,71,92,2686.9707,0,0,65,32,49,69,3539.5908,0,0,55,19,35,68,4505.3076,0,0,37,17,46,82,4752.5,0,0
106342,651,203,31,52,5386.6699,76,5122.5806,600,158,26,49,4609.0127,77,4725.2065,600,160,27,42,4562.7461,71,4659.292,592,174,29,48,4919.0356,78,2599.2646,711,252,35,46,4398.3394,64,2677.0186,715,211,30,50,3943.562,63,2906.0151
106351,159,40,25,95,4818.9209,3,4250,160,39,24,92,4274.3335,0,0,178,32,18,97,4457.645,0,0,258,38,15,71,4349.8887,0,0,329,14,4,93,4903.4614,0,0,268,7,3,71,5775,0,0
106360,67,42,63,90,3362.6052,31,3557.4614,81,30,37,83,4371.48,47,4035.0715,71,21,30,52,4502.2729,52,4867.9092,69,22,32,59,4416.3848,68,6203.0669,60,18,30,78,3579.1428,17,3929.3333,51,29,57,55,3488.375,3,3751
106397,17247,3780,22,24,4805.7095,56,5092.6787,19027,4414,23,23,4237.8862,50,4688.6909,20350,4550,22,22,4358.7173,50,4764.4702,21009,4300,20,22,4413.562,46,2659.5149,21836,4518,21,21,4381.645,47,2905.1284,22159,4871,22,19,4549.147,42,2859.7571
106412,3283,781,24,82,5597.5933,28,3785.6729,3063,650,21,81,4608.2915,21,3680.7554,2724,564,21,82,4968.1787,27,4043.9736,2521,557,22,80,5198.9351,33,2208.8601,2401,484,20,81,5150.7124,30,2112.1042,2545,671,26,75,5074.3184,34,2009.0878
106449,4690,806,17,57,4623.9609,50,2324.7986,4701,899,19,60,4450.4971,48,2015.0393,4643,884,19,61,4426.5259,52,2123.8489,4380,779,18,56,4509.5913,55,2073.7292,4140,605,15,57,4670.2695,56,2111.4749,3935,573,15,62,5209.3569,51,2040.5646
106458,10051,1665,17,51,4983.2681,68,4710.5522,10113,1505,15,50,4526.8096,73,4460.9146,10168,1633,16,48,4418.6406,74,4435.8911,10098,1575,16,46,4405.877,77,2185.8604,9857,1681,17,47,4496.7798,76,2214.4648,9592,1542,16,46,4821.6567,73,2350.0054
106467,9138,1686,18,59,4515.5737,68,4483.2891,9710,1755,18,56,4103.0557,65,4167.6006,10089,1694,17,57,4262.0688,67,4131.999,10482,1678,16,58,4392.0137,66,1999.856,11099,1863,17,57,4446.0449,70,2053.7527,11191,1938,17,55,4304.6836,69,2083.8745
106485,3496,691,20,72,4492.6729,44,3497.134,3791,739,19,74,4343.9614,43,3576.0569,3830,726,19,76,4368.9106,43,3833.6045,3706,623,17,71,4368.9365,47,2039.7637,3641,615,17,72,4539.5498,47,2083.9412,3428,512,15,72,4674.9023,46,2251.0085
106494,100,48,48,77,4133.4326,13,2284.6667,82,28,34,79,3431.4092,11,1650.6666,81,14,17,57,3978.125,0,0,86,18,21,72,3856,11,2139.5,87,25,29,68,3292.4707,8,2182.5,94,28,30,61,2906.353,11,899
106546,919,49,5,57,3905.3928,29,1750,852,31,4,61,4164.8945,35,2068.1819,910,28,3,54,3727.9333,43,1945.3334,918,37,4,62,3700.8262,35,1730.7693,802,27,3,52,2454.2856,52,2016.5,663,6,1,67,1150,83,365
106607,84,65,77,95,2622.4194,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106625,2508,451,18,80,5369.2646,33,2043.9404,2489,473,19,83,4866.7876,32,1915.2157,2401,389,16,81,5128.6274,43,2660.7869,2248,344,15,73,4983.0952,36,2161.8862,1963,298,15,71,5143.4272,38,1952.9736,1739,259,15,74,5113.8481,39,2493.6667
106704,9823,1828,19,45,5006.561,75,4914.7422,9629,1940,20,44,4241.3262,77,4433.4858,9604,2130,22,47,4408.9053,77,4501.6309,9754,2177,22,47,4497.6616,77,2203.0286,9842,2154,22,48,4559.8359,75,2271.0125,9887,1986,20,48,4530.5923,77,2345.5991
106713,739,151,20,48,5009.6162,64,4723.6978,868,161,19,50,4653.1123,61,4399.7979,832,102,12,58,3281.4746,60,4399.8032,827,119,14,45,4084.6111,60,2122.9297,858,134,16,37,4169.8398,57,2275.896,881,116,13,50,4252.1895,56,2257.6924
106795,1540,182,12,73,4983.3008,49,2218.573,1448,169,12,75,4808.0552,44,2175.1467,1600,195,12,71,4956.7969,59,2320.8782,1576,256,16,61,4942.6841,49,1977.968,1599,184,12,72,4874.1201,60,2110.7388,1642,192,12,60,5208.7153,60,2264.1826
106810,201,55,27,69,4831.8945,58,4308.5938,221,77,35,65,3486.6001,43,4142.4243,210,62,30,52,4423.1875,58,4201.3887,200,44,22,52,3526.2173,30,1846.1538,224,62,28,53,4351.5757,42,2041.3462,226,53,23,64,3558.2354,51,1935.1852
106829,278,72,26,92,5195.4546,31,1082.6364,270,83,31,86,5366.9014,11,1277.7778,279,75,27,91,5201.3823,13,1602.5,286,85,30,96,5355.3657,6,1098,212,61,29,97,5351.356,13,860.5,205,67,33,93,5462.0967,15,1711.1
106883,1507,235,16,85,5459.4072,55,1046.1628,1302,231,18,84,5432.9897,17,1196.4,1464,292,20,68,5141.2202,26,2048,1387,223,16,86,4999.9897,31,1923.6571,1269,201,16,80,5501.2485,41,2130,1200,202,17,64,5109.0776,32,1775.8438
106892,421,306,73,72,3147.2969,0,0,436,322,74,66,2882,0,0,440,312,71,73,2593,0,0,384,310,81,72,2702.5068,0,0,381,316,83,79,2760.5583,0,0,429,304,71,92,3224.4856,0,0
106908,640,303,47,73,3875.6833,0,0,696,109,16,68,4200.189,0,0,671,138,21,72,3540.2222,0,0,677,126,19,60,3754.3027,0,0,593,125,21,69,4264.9419,0,0,552,107,19,72,4631.7661,0,0
106980,3850,456,12,78,5814.0366,29,2232.0454,4268,508,12,84,4411.9766,26,2131.5,3769,377,10,81,4401.4854,39,1904.7415,3246,410,13,79,4300.4292,36,1697.5646,3001,366,12,67,4346.8774,26,1742.6979,3014,387,13,66,4158.7383,36,1750.39
106999,1705,271,16,78,5716.7202,56,2574.5752,1573,207,13,86,4127.9155,40,1733.1586,1443,197,14,81,4035.6165,49,1739.3125,1322,258,20,64,4597.4971,54,1900.3572,1315,231,18,52,4702.1851,47,1943.7593,1387,266,19,60,4772.4277,48,1935.7813
107044,4173,988,24,26,4415.2451,22,5031.9766,4304,1013,24,30,4255.9463,22,4587.8379,4360,1019,23,28,4216.876,22,4567.1396,4428,1030,23,27,4090.9143,24,4088.7097,4485,1063,24,24,4263.5913,22,2798.3193,4450,988,22,25,4306.751,22,2707.9546
107071,3310,799,24,59,4615.2495,69,4615.1553,3377,818,24,62,4365.4478,70,4156.7983,3365,775,23,60,4469.5874,70,4186.7969,3199,698,22,66,4641.0239,71,1999.4193,3230,768,24,61,4477.3975,67,1963.6848,3099,758,24,59,4664.4033,64,2154.1558
107080,1454,404,28,24,4956.3789,46,6576.2773,1415,375,27,22,4812.3657,42,6643.9873,1373,369,27,20,5165.2056,41,6410,1397,435,31,21,4710.0977,43,4310.811,1322,314,24,21,4627.1387,44,4221.0146,1304,396,30,26,5051.6636,53,4272.6191
107099,99,35,35,89,5321.8066,0,0,83,16,19,94,3963.3333,0,0,73,10,14,90,4969.4443,0,0,44,12,27,92,4750,0,0,74,11,15,82,5500,0,0,45,6,13,100,4400.1665,0,0
107123,57,29,51,62,1980.7778,0,0,115,0,0,,,,,119,0,0,,,,,120,0,0,,,,,123,0,0,,,,,138,0,0,,,,
107141,1710,322,19,39,5510.6455,26,5016.8677,1987,360,18,60,4411.6978,34,4675.5322,2010,318,16,42,4314.291,30,4685.5264,2080,303,15,46,3846.554,37,2619.469,2231,318,14,34,4724.5928,29,2396.739,2126,358,17,35,5052.3389,38,2643.3823
107211,39,39,100,49,2667,0,0,50,50,100,40,3066,0,0,37,37,100,65,3066,0,0,39,39,100,64,3379.04,0,0,35,35,100,77,3379,0,0,34,34,100,62,3489.0476,0,0
107220,560,369,66,36,4021.4587,12,575.36365,541,204,38,74,4023.7666,22,1838.3182,482,174,36,80,2886.0356,5,2948.1111,494,414,84,43,3674.1777,7,2032.1666,496,340,69,59,3251.9197,4,2243.9285,370,309,84,68,3171.5886,6,2569.4119
107275,23,15,65,100,3960.6667,0,0,21,10,48,100,4365,0,0,24,9,38,100,4455.5557,0,0,,,,,,,,,,,,,,,,,,,,,
107293,106,46,43,87,3985.1001,0,0,129,83,64,77,3507.3438,13,2944.3635,126,70,56,56,4164.2051,13,2171.7778,156,74,47,81,3731.95,22,2704.0625,145,73,50,51,4250.6758,0,0,130,50,38,86,4725.6743,0,0
107318,2351,286,12,87,2516.4338,8,3008.5454,2168,244,11,89,2612.8848,22,1083.0189,1980,230,12,85,2533.8359,33,1055.1948,1793,237,13,85,2652.7278,35,910.71429,1895,187,10,90,2323.5,36,992.64703,1895,198,10,73,2697.6758,19,1135.1351
107327,2003,334,17,81,5077.3247,22,2139.3289,1996,262,13,73,4798.937,31,2201.1125,1672,233,14,74,4848.3467,36,2181.47,1425,223,16,71,4677.3711,35,1917.5385,1425,185,13,71,4813.8628,39,1804.9166,1361,199,15,64,4982.2031,42,1950.8916
107363,92,69,75,54,3989.1892,0,0,105,64,61,92,3988.4746,0,0,82,23,28,96,5850,0,0,86,63,73,86,5945,0,0,73,42,58,86,4017.9443,0,0,,,,,,,
107442,113,51,45,98,5493.1401,0,0,94,66,70,98,4717.1079,0,0,93,33,35,94,4301.4517,0,0,94,30,32,97,3963.9656,0,0,94,28,30,100,4750,0,0,90,27,30,100,5400,0,0
107460,2421,471,19,75,5330.415,42,2509.5251,2307,429,19,73,4001.0225,45,1937.9844,2315,388,17,73,4034.5474,46,2228.322,2167,375,17,71,4360.5586,56,1817.0286,1976,362,18,70,4425.8115,49,1871.5363,1796,378,21,71,4349.6357,51,1970.1519
107488,351,317,90,68,1669.757,16,568.13464,216,191,88,28,1738.0741,8,527,262,227,87,25,1884.8036,14,600.5625,252,205,81,36,1806.2433,12,2225.2,267,164,61,76,2939.936,4,1001.3333,236,164,69,55,2610.5496,7,1136.3636
107512,1504,451,30,30,4931.1196,47,5551.2676,1594,459,29,31,4300.5786,56,4805.4395,1532,363,24,29,3946.4299,60,5025.4194,1543,393,25,32,4375.6958,54,2941.3301,1501,420,28,30,4301.2778,51,2737.2429,1538,412,27,31,4231.8906,59,2984.5679
107521,1542,173,11,70,4119.0908,38,2093.4395,1407,138,10,78,3884.8691,36,1934.88,1412,120,8,75,3698.7666,42,1820.5,1501,120,8,72,3967.6396,46,1741.7819,1444,145,10,77,4320.0625,47,1940.8529,1346,118,9,72,4656.7881,47,1889.4108
107549,1563,306,20,95,4093.5479,30,2080.957,1622,265,16,95,4494.3228,20,2056.6731,1557,247,16,90,3987.8386,36,2197.8652,1489,218,15,93,4052.8811,34,1785.04,1326,189,14,86,4305.1978,46,1799.7441,1108,184,17,77,4180.3521,32,2026.4576
107558,630,204,32,52,4969.1792,55,4906.2388,618,186,30,46,4878.0581,51,4868.2129,576,157,27,44,4804.3477,55,4751.0581,585,159,27,49,4469.436,57,2258.9561,587,171,29,53,4972.791,53,3034.0222,651,210,32,45,5020.8193,44,2824.1936
107585,2462,536,22,62,4269.1206,52,2172.7517,2296,460,20,65,4067.7258,37,1957.5116,2125,414,19,52,4176.4424,49,2045.8762,2149,467,22,72,3791.2156,51,2015.8745,1996,403,20,58,4119.1489,55,1923.7466,2042,482,24,62,4281.5513,54,1823.7451
107600,696,178,26,69,4800.7886,12,4386.3638,732,184,25,88,5017.876,16,4431.0347,666,162,24,75,4979.6362,20,3225.2188,556,134,24,80,4948.1123,28,1839.1316,566,110,19,87,4995.9688,22,2104.1667,584,170,29,84,4744.1689,13,1409.0909
107619,2155,204,9,86,5050.0059,30,2001.0328,2213,193,9,97,2489.7288,28,1128.4182,1980,194,10,84,4631.6294,33,1658.4063,2029,198,10,81,4774.1812,37,2025.3424,1796,148,8,80,4817.7627,41,1971.3115,1661,141,8,76,4935.0654,37,1793.2693
107637,2186,290,13,85,4651.3901,31,1828.9778,2186,285,13,88,4345.4521,44,806.03998,1845,236,13,98,4141.1465,40,757.33685,1601,256,16,85,4776.2295,25,1415.277,1432,212,15,89,4936.9839,26,1445.4108,1501,183,12,85,5060.9805,22,1606.3414
107655,104,52,50,69,3796.8611,13,3201.8572,82,33,40,73,3999.7917,6,2386.5,65,21,32,81,3879.2354,0,0,65,19,29,84,4229.375,5,4228,67,17,25,94,4662.1875,6,5000,57,15,26,80,4044.0833,7,4996
107664,11199,996,9,71,5177.1509,27,1967.4906,11946,1021,9,79,4692.2417,18,1808.5106,11938,1177,10,76,4646.9912,25,1910.33,10527,1053,10,70,4924.604,34,1841.0056,9241,847,9,70,4869.3911,33,1827.5619,7641,775,10,65,4690.3975,36,1805.3021
107725,1557,235,15,91,4044.4788,29,2001.5146,1254,220,18,33,3350.9722,28,1484.629,1496,312,21,85,4655.3384,44,2026.4117,1460,235,16,81,4535.6494,43,1637.7426,1360,224,16,75,4416.728,45,1866.0693,1406,187,13,73,5026.1763,55,1942.4509
107743,1116,144,13,90,5625.0771,47,2354.2058,1108,139,13,91,4825.0078,42,2020.5593,1051,148,14,95,4182.2788,40,2426.9832,957,137,14,86,5036.144,43,2223.0339,1005,120,12,93,4640.25,43,1911.7693,929,129,14,90,3852.1812,45,2043.3793
107789,171,28,16,82,4476.8262,0,0,167,22,13,68,3773.3333,0,0,148,31,21,84,4024.0386,0,0,157,31,20,77,3805.2083,0,0,162,28,17,64,4657.5,0,0,156,34,22,68,4828.2607,0,0
107831,116,50,43,80,3949.375,0,0,141,37,26,76,3595.2856,0,0,132,26,20,77,3969.1499,0,0,151,32,21,78,3574.52,0,0,143,23,16,78,3872.9443,0,0,111,24,22,92,3607.6819,0,0
107840,,,,,,,,,,,,,,,52,52,100,75,2616.8462,0,0,330,93,28,100,5572.4731,2,1750,403,43,11,79,4041.0293,2,750,236,23,10,70,5207.125,0,0
107877,631,155,25,55,4697.7998,71,4609.0908,593,135,23,61,4510.4878,69,4579.4087,566,132,23,52,4270.145,76,4399.2998,574,154,27,47,4369.8491,69,2295.8879,560,161,29,45,4169.1646,57,2075.6924,541,128,24,52,4343.9106,63,2100
107974,1781,177,10,73,5023.3999,21,1702.7028,1765,179,10,78,4655.4028,17,1979.1666,1757,194,11,61,4649.916,28,1907.2593,1632,161,10,76,4653.5283,29,1828.8043,1693,139,8,79,4567.1909,24,1696.9697,1558,183,12,68,4580.2798,32,1942.7288
107983,2944,643,22,61,5053.0024,52,4408.4805,2921,642,22,62,4465.1274,50,4164.7671,2865,586,20,58,4554.1787,56,4310.5518,2960,658,22,59,4603.3472,59,2005.9615,3036,699,23,55,4599.3306,58,1994.5457,3123,786,25,61,4679.521,58,2087.6946
107992,1851,192,10,78,5527.2666,32,2115.1147,2136,177,8,62,4823.9907,21,2705.2163,1817,209,12,75,4469.7373,38,2240.8125,1730,207,12,32,5373.0303,30,1808.4354,1559,176,11,80,4214.3335,11,1802,1650,160,10,51,5340.8901,41,2173.8154
108065,21,16,76,100,4813.875,0,0,33,18,55,78,5628.5713,11,5500,25,15,60,73,5545.4546,0,0,26,20,77,75,5460.4668,10,3000,28,20,71,90,5730,0,0,24,22,92,100,5775,9,500
108092,7751,1337,17,65,4397.1655,60,4500.0933,7606,1287,17,64,4266.6128,59,4156.1943,7352,1296,18,60,4101.2783,64,4258.4966,7170,1265,18,62,4257.1895,62,1959.3088,6830,1130,17,63,4359.6606,64,2014.3541,6713,1027,15,62,4670.3945,68,2167.551
108199,16401,802,5,0,0,1,1895.4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108232,12179,1099,9,36,4360.7612,5,5383.2075,12205,1033,8,36,4727.8877,6,5759.0176,11082,715,6,30,4276.4346,6,5232.2559,10508,667,6,31,4560.7666,6,4820.1221,10044,704,7,26,4381.0981,5,4643.2354,9117,607,7,26,4752.3838,5,4709.3125
108250,755,74,10,76,4043.3215,1,7850,660,31,5,68,4878.3335,0,0,577,44,8,59,4016.6538,0,0,510,42,8,81,5312.8237,0,0,500,58,12,84,4461.6123,0,0,,,,,,,
108348,96,96,100,94,5299.0776,0,0,98,97,99,90,5202,0,0,79,70,89,100,4753.5713,0,0,95,56,59,100,5185.7144,0,0,78,68,87,100,4683.8237,0,0,53,35,66,94,4327.5151,0,0
108649,173,117,68,100,3860,1,5000,242,115,48,67,3930.1169,0,0,267,92,34,80,4555.6353,0,0,297,68,23,76,4790.3652,0,0,258,32,12,84,3436.926,0,0,267,53,20,64,3010.2058,0,0
108667,6516,218,3,54,4611.144,73,791.20123,6238,199,3,58,4684.9741,72,1105.0559,5682,148,3,66,4909.3672,81,1382.6417,5799,192,3,63,4683.2334,75,1380.5834,5796,231,4,57,5083.4351,78,1427.6741,6283,242,4,53,5058.5781,73,1579.887
108807,12070,945,8,41,4359.2227,67,848.89117,10955,815,7,52,4418.5522,74,1081.3361,10837,898,8,54,4436.3745,73,1356.5068,10885,920,8,55,4475.8672,77,1530.1459,11047,876,8,55,4457.4131,76,1526.4315,10949,872,8,51,4464.6006,81,1823.0789
108852,188,91,48,25,4788.0435,4,7668.75,195,84,43,38,4604.0625,4,10225,221,111,50,50,3585.3928,10,7850.7271,258,134,52,35,5412.8511,0,0,280,146,52,36,4746.0376,0,0,284,150,53,38,4746,0,0
108977,60,16,27,100,4306.25,6,375,71,23,32,87,4908.75,4,375,155,32,21,94,4425,0,0,150,26,17,92,4176.7915,0,0,145,31,21,68,5966.1431,0,0,162,22,14,73,5470.125,0,0
109040,3675,1856,51,55,4043.7686,1,832.94446,3059,1495,49,56,3846.5239,1,1505.8889,2923,1489,51,71,3828.6848,0,5902,2940,1275,43,73,3753.5815,2,1851.3793,2768,977,35,65,3877.2627,3,2513.4063,2545,850,33,63,3899.1887,3,3066.6001
109086,1,0,0,,,,,1,0,0,,,,,,,,,,,,,,,,,,,15,0,0,,,,,12,1,8,100,5775,0,0
109208,33880,1432,4,54,4525.4067,71,906.1015,31750,1136,4,57,4417.2241,75,1134.7767,31088,1188,4,59,4421.2612,76,1409.0804,29701,1422,5,55,4600.7725,74,1478.7653,29133,1335,5,55,4543.2915,76,1545.8506,29381,1314,4,55,4554.9214,74,1800.4043
109332,684,290,42,86,3979.4678,1,1292.5,449,174,39,91,5574.7988,0,0,393,116,30,87,5370.416,0,0,,,,,,,,,,,,,,,,,,,,,
109350,14408,1022,7,58,4588.0068,71,934.71606,14100,970,7,65,4392.4873,76,1174.9012,13746,901,7,66,4553.3091,79,1529.8422,14261,977,7,69,4632.125,82,1565.1023,14578,976,7,67,4514.041,80,1565.9949,14399,959,7,65,4598.9888,82,1731.8293
109651,1556,137,9,38,6148.3271,14,7908.9473,1650,139,8,37,5091.0771,23,7668.5,1657,159,10,31,4720.3472,17,6071.8149,1767,163,9,38,5034.4839,18,6809.6001,1824,173,9,32,5369.2856,23,6997.4751,1915,180,9,23,5300,23,8525.9023
109721,957,957,100,94,4174.8843,0,0,951,576,61,89,4355.3237,0,0,758,474,63,85,4210.1167,0,0,584,481,82,90,5049.2715,0,0,667,459,69,85,5518.248,0,0,719,521,72,83,4560.0601,0,0
109730,231,121,52,100,4324.2231,0,0,290,141,49,100,4222.6313,0,0,181,169,93,95,4475.4658,0,0,197,179,91,97,4462.6436,0,0,202,188,93,95,5240.1235,0,0,241,172,71,92,4529.1069,0,0
109785,5511,1192,22,29,4913.5356,23,8836.1426,5998,1175,20,27,4326.5723,23,8821.1572,6224,1247,20,26,4398.9409,23,8076.4741,6543,1217,19,25,4490.5923,13,7548.0874,5918,1039,18,33,4577.8765,28,8042.1201,5883,1198,20,30,4794.6694,25,8342.8818
109819,19569,1583,8,60,4408.4775,71,938.87598,17619,1145,6,61,4306.9019,72,1284.75,17344,1336,8,55,4234.7612,75,1463.1838,17770,1578,9,59,4455.0859,74,1622.1532,18698,1703,9,64,4564.8652,79,1750.3779,20448,1947,10,60,4321.8062,64,1843.2019
109891,28,10,36,70,5060.7144,0,0,13,4,31,75,3525,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
